Results_ID,Result_group,Age_general,Age_min,Age_max,Age_original,Population_gender,Indigenous_status,Indigenous_population,Country,Jurisdiction,Specific_location,Year_start,Year_stop,Observation_time_years,Numerator,Denominator,Point_estimate,Measure,Interpolated_from_graph,Age_standardisation,Dataset_name,Proportion,Mortality_flag,Recurrent_ARF_flag,GAS_attributable_fraction,Defined_ARF,Focus_of_study,Notes
2007DANC,Superficial Skin and Throat,Adult,18,999,Adults (>18y),General,Not Defined,Not Defined,Australia,Northern Territory,3X top end NT Aboriginal communities,2004,2005,1,N/A,N/A,0.265,propotion of <15y with any organism pyoderma,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Adult,18,999,Adults (>18y),General,Not Defined,Not Defined,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,1.1,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014LAIK,Superficial Skin and Throat,Adult,15,999,Adults (>15y),General,Not Defined,Not Defined,Australia,Western Australia,Kimberley,1996,2012,17,N/A,N/A,2.7,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Adult,18,999,Adults (>18y),General,Not Defined,Not Defined,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,3.1,hospital admissions for skin infections per 1000 non-Aboriginal child-years (0-10% IRSAD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Adult,18,999,Adults (>18y),General,Not Defined,Not Defined,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,6.9,incidence of symptomatic GAS pharyngitis per 100 patient years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Adult,18,999,Adults (>18y),General,Not Defined,Not Defined,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,10.3,GAS pharyngitis incidence per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Adult,18,999,Adults,General,Not Defined,Not Defined,Australia,Western Australia,Kimberley,1996,2012,17,N/A,N/A,113.3,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All,General,Not Defined,Not Defined,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,0.26,Proportion of adult sore throats which are GAS+,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All,General,Not Defined,Not Defined,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,1.6,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All,General,Not Defined,Not Defined,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,2.5,hospital admissions for skin infections per 1000 non-Aboriginal child-years (11-25% IRSAD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All (family risk),General,Not Defined,Not Defined,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,6.2,incidence of symptomatic GAS pharyngitis per 100 patient years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All,General,Not Defined,Not Defined,Australia,Northern Territory,3X top end NT Aboriginal communities,2003,2005,2,N/A,N/A,19,sore throat episodes per 100 person-years (all ages),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All,General,Not Defined,Not Defined,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,20.5,GAS pharyngitis incidence per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All (family risk),General,Not Defined,Not Defined,Australia,Western Australia,WA,1996,1996,1,N/A,N/A,~20,"skin infection hospital admissions for <1mo Aboriginal children per 1000 child years (INTERPOLATED, 1996)",N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All,General,Not Defined,Not Defined,Australia,Northern Territory,3X top end NT Aboriginal communities,2003,2005,2,N/A,N/A,350,ARF incidence per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,All,0,999,All (family risk),General,Not Defined,Not Defined,Australia,Northern Territory,3X top end NT Aboriginal communities,2004,2005,1,N/A,N/A,4,symptomatic GAS pharyngitis episodes per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020WILS,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,N/A,N/A,2007,2018,11,N/A,N/A,0.016,proportion of severe community acquired pneumonia caused by GAS,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2020WILS,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,N/A,N/A,2007,2018,11,N/A,N/A,0.15,mortality rate of severe community acquired pneumonia caused by GAS,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,10.8% (36%),proportion of iGAS presenting as URTI (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,10.9% (30),proportion of iGAS presenting as necrotising fasciitis (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,12.3% (41),proportion of iGAS presenting as bacteraemia (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2014CARA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2002,2004,2.5,N/A,N/A,12% (10),proportion of iGAS presenting as severe cellulitis,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2008,2008,1,N/A,N/A,12% (3),proportion iGAS presenting with bacteraemia,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2008,2008,1,N/A,N/A,12% (3),proportion iGAS presenting with pharyngitis/quinsy GAS,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2010,2010,1,N/A,N/A,13% (6),proportion iGAS presenting with pharyngitis/quinsy,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,15.4% (43),proportion of iGAS presenting as LRTI (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,15.7% (44),proportion of iGAS presenting as septic arthritis (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2014CARA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2002,2004,2.5,N/A,N/A,19% (16),proportion of iGAS presenting as septic shock,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,2.1% (6),proportion of iGAS presenting peripartum (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,2.5% (7),proportion of iGAS presenting as peritonitis (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2010,2010,1,N/A,N/A,2% (1),proportion iGAS presenting with empyema,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2010,2010,1,N/A,N/A,2% (1),proportion iGAS presenting with pelvic inflammatory disease,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2010,2010,1,N/A,N/A,21% (10),proportion iGAS presenting with bacteraemia,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2014CARA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2002,2004,2.5,N/A,N/A,24% (20),proportion of iGAS presenting as necrotising fasciitis & TSS,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,3.7% (10),proportion of iGAS presenting as osteomyelitis (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2014CARA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic ,2002,2004,2.5,N/A,N/A,35% (29),proportion of iGAS presenting as TSS,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2009,12,N/A,N/A,35% (42),proportion iGAS presenting as bacteraemia,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2009,12,N/A,N/A,36% (44),proportion iGAS presenting with skin/soft tissue GAS,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2008,2008,1,N/A,N/A,4% (1),proportion iGAS presenting with empyema,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2008,2008,1,N/A,N/A,4% (1),proportion iGAS presenting with endocarditis,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2008,2008,1,N/A,N/A,4% (1),proportion iGAS presenting with septic arthritis,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2010,2010,1,N/A,N/A,53% (25),proportion iGAS presenting with skin and soft tissue ,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2008,2008,1,N/A,N/A,64% (16),proportion iGAS presenting with skin and soft tissue,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,66.2% (176),proportion of iGAS presenting as soft tissue infection (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2009,12,N/A,N/A,7% (8),proportion iGAS presenting as pneumonia,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,80.2% (146),proportion of iGAS presenting as cellulitis (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,9.0% (25),proportion of iGAS presenting as surgical site infection (all ages),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Sydney,2010,2010,1,N/A,N/A,9% (4),proportion iGAS presenting withwith septic arthritis,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2009,12,N/A,N/A,15.2,"ASR iGAS incidence per 100,000",0,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2003,6,N/A,N/A,12,"iGAS bacteraemia incidence per 100,000",1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,2004,2009,6,N/A,N/A,15,"iGAS bacteraemia incidence per 100,000",1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2019OLIVb,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,N/A,N/A,2007,2017,10,N/A,N/A,2.11,"mean iGAS incidence per 100,000 people",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2014CARA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2002,2004,2.5,N/A,N/A,2.7,"iGAS incidence per 100,000",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2002,2004,2.4,N/A,N/A,2.7,"iGas incidence per 100,000 ",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Western Sydney LHD,2008,2008,1,N/A,N/A,4,"minimum incidence per 100,000 adults",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Western Sydney LHD,2010,2010,1,N/A,N/A,7,"minimum incidence per 100,000 adults",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2020WRIG,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,N/A,N/A,2017,2018,1,N/A,N/A,8.3,"incidence per 100,000",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015GEAR,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Northern Terrirtory,Royal Darwin hospital & three hospital laboratories,1998,2009,12,N/A,N/A,15.8,"crude iGAS incidence per 100,000",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Western Sydney LHD,2008,2008,1,N/A,N/A,19,"incidence per 100,000 hospital admissions",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2018NTGO,Invasive GAS,All,0,999,All,General,Yes,N/A,Australia,N/A,N/A,2017,2018,1,N/A,N/A,31.2,"incidence per 100,000",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2015SIVA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,New South Wales,Western Sydney LHD,2010,2010,1,N/A,N/A,33,"incidence per 100,000 hospital admissions",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2014CARA,Invasive GAS,All,0,999,All,General,N/A,N/A,Australia,Victoria,Vic,2002,2004,2.5,N/A,N/A,5468,"secondary atack rate in households (rate per 100,000 person-years at risk)",0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,0,5,Children (<5y),General,Not Defined,Not Defined,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,1.5,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,0,5,Children (<5y),General,Not Defined,Not Defined,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,1.7,hospital admissions for skin infections per 1000 non-Aboriginal child-years (76-90% IRSAD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,5,12,Children (5-12y),General,Not Defined,Not Defined,Australia,Western Australia,WA,1996,2012,17,N/A,N/A,2.3,hospital admissions for skin infections per 1000 non-Aboriginal child-years (26-75% IRSAD),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,5,12,Children (5-12y),General,Not Defined,Not Defined,Australia,Western Australia,Great Southern,1996,2012,17,N/A,N/A,2.6,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,0,18,Children,General,Not Defined,Not Defined,Australia,Western Australia,Kimberley,1996,2012,17,N/A,N/A,3.1,skin infection hospital admissions per 1000 non-Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,5,12,Children (5-12y),General,Not Defined,Not Defined,Australia,Northern Territory,3X top end NT Aboriginal communities,2003,2005,2,N/A,N/A,4,symptomatic GAS pharyngitis episodes per 100 person-years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,0,5,Children (<5y),General,Not Defined,Not Defined,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,4,incidence of symptomatic GAS pharyngitis per 100 patient years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,5,12,Children (5-12y),General,Not Defined,Not Defined,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,4.6,incidence of symptomatic GAS pharyngitis per 100 patient years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,0,5,Children (<5y),General,Not Defined,Not Defined,Australia,Northern Territory,3X top end NT Aboriginal communities,2003,2005,2,N/A,N/A,8,sore throat episodes per 100 person-years (children <15y),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007DANC,Superficial Skin and Throat,Children,5,12,Children (5-12y),General,Not Defined,Not Defined,Australia,Victoria,"Melbourne - Deer Park, Essendon North, Nepean",2001,2002,3,N/A,N/A,10.5,incidence of symptomatic GAS pharyngitis per 100 patient years,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017YEOH,Superficial Skin and Throat,Children,0,16,Children (<16y),General,Not Defined,Not Defined,Australia,Western Australia,Kimberley,1996,2012,17,N/A,N/A,20.8,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017YEOH,Superficial Skin and Throat,Children,0,16,Children (<16y),General,Not Defined,Not Defined,Australia,Western Australia,Kimberley,1996,2012,17,N/A,N/A,28.9,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017YEOH,Superficial Skin and Throat,Children,0,16,Children (<16y),General,Not Defined,Not Defined,Australia,Western Australia,Kimberley,1996,2012,17,N/A,N/A,45.3,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2017YEOH,Superficial Skin and Throat,Children,0,16,Children (<16y),General,Not Defined,Not Defined,Australia,Western Australia,Kimberley,1996,2012,17,N/A,N/A,49.5,skin infection hospital admissions per 1000 Aboriginal childre,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020THEI,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,N/A,N/A,2016,2018,2,N/A,N/A,0.18,proportion iGAS presenting as skin/soft tissue infections,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2020THEI,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,N/A,N/A,2016,2018,2,N/A,N/A,0.2,proportion iGAS presenting as bacteraemia,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2020THEI,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,N/A,N/A,2016,2018,2,N/A,N/A,0.25,proportion iGAS presenting as pneumonia,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,14% (8),proportion of iGAS presenting as bacteraemia (<14yo),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,14% (8),proportion of iGAS presenting as pneumonia (<14yo),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,16% (9),proportion of iGAS presenting as URTI (<14yo),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2019CHIN,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital Melbourne,2014,2016,2,N/A,N/A,18% (5),proportion iGAS presenting as cellulitis,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2019CHIN,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital Melbourne,2014,2016,2,N/A,N/A,18% (5),proportion iGAS presenting as osteoarticular,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,19% (11),proportion of iGAS presenting as cellulitis (<14yo),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2019CHIN,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital Melbourne,2014,2016,2,N/A,N/A,21% (21),proportion iGAS presenting as pneumonia,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,22% (13),proportion of iGAS presenting as LRTI (<14yo),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,22%(13),proportion of iGAS presenting as septic arthritis (<14yo),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2016CHEN,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital and Monash Medical Centre,2003,2014,11,N/A,N/A,31% (19),proportion of toxic shock hospitalisations due to iGAS,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2007OGRA,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Vic,2022,2044,2.4,N/A,N/A,34% (20),proportion of iGAS presenting as soft tissue infection (<14yo),0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2019CHIN,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital Melbourne,2014,2016,2,N/A,N/A,36% (10),proportion iGAS presenting as bacteraemia,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2019CHIN,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital Melbourne,2014,2016,2,N/A,N/A,4% (1),proportion iGAS presenting as mastoiditis,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2019CHIN,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital Melbourne,2014,2016,2,N/A,N/A,4% (1),proportion iGAS presenting as necrotising fasciitis,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2019CHIN,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital Melbourne,2014,2016,2,N/A,N/A,4% (1),proportion iGAS presenting as peritonitis,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2019CHIN,Invasive GAS,Children,0,18,Children & adolescents,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital Melbourne,2014,2016,2,N/A,N/A,4% (1),proportion iGAS presenting as retropharyngeal abcess,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
2016CHEN,Invasive GAS,Children,0,18,Children,General,N/A,N/A,Australia,Victoria,Royal Children's Hospital and Monash Medical Centre,2012,2012,1,N/A,N/A,0.35,"incidence per 100,000 children (peak GAS incidence)",1,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
